cluster_id,n_chunks,cold_rate,train_share,intra_cluster_mean_cosine,nearest_other_cluster_cosine,intra_minus_nearest_other
0,160,0.05625,0.51875,0.7329765558242798,0.700533390045166,0.03244316577911377
1,53,0.018867924528301886,0.3584905660377358,0.645636260509491,0.8487863540649414,-0.20315009355545044
2,94,0.2978723404255319,0.05319148936170213,0.5927014946937561,0.8030637502670288,-0.2103622555732727
3,98,0.01020408163265306,0.7244897959183674,0.7947285175323486,0.7635223865509033,0.031206130981445312
4,61,0.0,0.39344262295081966,0.7556517124176025,0.8906450867652893,-0.13499337434768677
5,118,0.00847457627118644,0.4491525423728814,0.6153688430786133,0.7261204719543457,-0.11075162887573242
6,122,0.07377049180327869,0.5573770491803278,0.6738625168800354,0.6007339358329773,0.0731285810470581
7,93,0.0,0.8172043010752689,0.7796450257301331,0.5668956637382507,0.21274936199188232
8,126,0.0,0.626984126984127,0.7465605139732361,0.6955831050872803,0.05097740888595581
9,149,0.087248322147651,0.5167785234899329,0.7103477120399475,0.7030596733093262,0.007288038730621338
10,116,0.05172413793103448,0.7931034482758621,0.7470263838768005,0.5423064231872559,0.20471996068954468
11,62,0.11290322580645161,0.6129032258064516,0.7622511386871338,0.8874282836914062,-0.12517714500427246
12,84,0.0,0.8333333333333334,0.8019377589225769,0.6357941627502441,0.16614359617233276
13,81,0.06172839506172839,0.5925925925925926,0.7317821383476257,0.6038215160369873,0.12796062231063843
14,51,0.0,0.9019607843137255,0.7950859665870667,0.5210332274436951,0.2740527391433716
15,219,0.0136986301369863,0.3333333333333333,0.6257344484329224,0.7131451964378357,-0.08741074800491333
16,243,0.0411522633744856,0.2674897119341564,0.5936307907104492,0.6634299755096436,-0.06979918479919434
17,67,0.0,0.9850746268656716,0.8411439657211304,0.5208712220191956,0.3202727437019348
18,168,0.0,0.6190476190476191,0.6964912414550781,0.7066199779510498,-0.01012873649597168
19,85,0.011764705882352941,0.8,0.7821944355964661,0.65179842710495,0.1303960084915161
20,106,0.0,0.7452830188679245,0.7507139444351196,0.50509113073349,0.24562281370162964
21,68,0.0,0.8823529411764706,0.8318881392478943,0.5762934684753418,0.2555946707725525
22,20,0.1,0.6,0.7593302726745605,0.5788453817367554,0.18048489093780518
23,88,0.045454545454545456,0.6477272727272727,0.7472742199897766,0.5716642737388611,0.17560994625091553
24,103,0.0,0.7087378640776699,0.722122848033905,0.6394246220588684,0.08269822597503662
25,167,0.059880239520958084,0.49700598802395207,0.7041681408882141,0.6564990282058716,0.04766911268234253
26,221,0.004524886877828055,0.23529411764705882,0.6383460760116577,0.6795194149017334,-0.041173338890075684
27,58,0.0,0.5344827586206896,0.6686424612998962,0.8183078765869141,-0.14966541528701782
28,95,0.14736842105263157,0.7684210526315789,0.8093060851097107,0.5557852387428284,0.2535208463668823
29,153,0.0,0.48366013071895425,0.6983436942100525,0.5329296588897705,0.16541403532028198
30,107,0.0,0.6542056074766355,0.7306347489356995,0.6000741124153137,0.13056063652038574
31,104,0.7307692307692307,0.7307692307692307,0.7792179584503174,0.5562671422958374,0.22295081615447998
32,77,0.0,0.8701298701298701,0.8286069631576538,0.5867608189582825,0.24184614419937134
33,188,0.0,0.5053191489361702,0.694628119468689,0.6629388928413391,0.031689226627349854
34,104,0.0,0.5192307692307693,0.6743028163909912,0.5759730935096741,0.09832972288131714
35,72,0.0,0.5833333333333334,0.6506393551826477,0.8648918271064758,-0.21425247192382812
36,86,0.0,0.7209302325581395,0.7577738165855408,0.5239050388336182,0.2338687777519226
37,159,0.0,0.4025157232704403,0.6794829368591309,0.7192389369010925,-0.03975600004196167
38,159,0.11949685534591195,0.1320754716981132,0.5645681023597717,0.6704922318458557,-0.10592412948608398
39,41,0.0,0.5853658536585366,0.73673015832901,0.8356220722198486,-0.09889191389083862
40,45,0.08888888888888889,0.7111111111111111,0.7261384725570679,0.8960801362991333,-0.16994166374206543
41,83,0.012048192771084338,0.6024096385542169,0.6874905228614807,0.6573389172554016,0.0301516056060791
42,111,0.04504504504504504,0.4864864864864865,0.6977298259735107,0.5660024881362915,0.13172733783721924
43,78,0.01282051282051282,0.6153846153846154,0.7117027640342712,0.7312992215156555,-0.019596457481384277
44,154,0.0,0.474025974025974,0.7154078483581543,0.6927483677864075,0.022659480571746826
45,39,0.10256410256410256,0.6666666666666666,0.7162715792655945,0.8919806480407715,-0.175709068775177
46,154,0.06493506493506493,0.4155844155844156,0.667050838470459,0.7056896686553955,-0.03863883018493652
47,159,0.09433962264150944,0.610062893081761,0.7178642749786377,0.6629388928413391,0.054925382137298584
48,20,0.0,0.8,0.7219793200492859,0.9226326942443848,-0.20065337419509888
49,65,0.0,0.47692307692307695,0.6601402759552002,0.538165807723999,0.12197446823120117
50,87,0.8160919540229885,0.8160919540229885,0.7679968476295471,0.45250609517097473,0.3154907524585724
51,82,0.08536585365853659,0.7926829268292683,0.7877867221832275,0.5878608226776123,0.19992589950561523
52,84,0.011904761904761904,0.8928571428571429,0.8272127509117126,0.6066927909851074,0.22051995992660522
53,106,0.7547169811320755,0.6981132075471698,0.7303268313407898,0.6344436407089233,0.09588319063186646
54,29,0.0,0.7241379310344828,0.7934507727622986,0.9352432489395142,-0.14179247617721558
55,66,0.0,0.9696969696969697,0.8484733700752258,0.5950144529342651,0.2534589171409607
56,154,0.025974025974025976,0.35714285714285715,0.6955068111419678,0.6334654688835144,0.06204134225845337
57,158,0.0379746835443038,0.43670886075949367,0.6795821785926819,0.6338727474212646,0.045709431171417236
58,135,0.0962962962962963,0.4666666666666667,0.6663234829902649,0.6607624888420105,0.0055609941482543945
59,25,0.64,0.56,0.6777822971343994,0.670979917049408,0.006802380084991455
60,173,0.0,0.3699421965317919,0.7404814958572388,0.6336246728897095,0.1068568229675293
61,30,0.9666666666666667,0.9666666666666667,0.8173437714576721,0.8998572826385498,-0.08251351118087769
62,88,0.045454545454545456,0.8409090909090909,0.7655866742134094,0.5855131149291992,0.1800735592842102
63,62,0.0,0.7741935483870968,0.8001925945281982,0.654670000076294,0.1455225944519043
64,89,0.02247191011235955,0.7752808988764045,0.7752519845962524,0.6294621229171753,0.14578986167907715
65,105,0.0,0.6952380952380952,0.7141150236129761,0.6028594374656677,0.11125558614730835
66,101,0.06930693069306931,0.6237623762376238,0.7406545877456665,0.688752293586731,0.05190229415893555
67,85,0.8352941176470589,0.8352941176470589,0.8293038010597229,0.5824616551399231,0.2468421459197998
68,139,0.014388489208633094,0.48201438848920863,0.6263828277587891,0.5790198445320129,0.04736298322677612
69,127,0.0,0.5275590551181102,0.6822371482849121,0.6138886213302612,0.06834852695465088
70,52,0.038461538461538464,0.7692307692307693,0.7133840918540955,0.8962563276290894,-0.1828722357749939
71,72,0.027777777777777776,0.9722222222222222,0.8503459095954895,0.6232287883758545,0.227117121219635
72,33,0.0,0.5151515151515151,0.7242836952209473,0.8716673254966736,-0.14738363027572632
73,159,0.20125786163522014,0.389937106918239,0.6598123908042908,0.7754358649253845,-0.11562347412109375
74,123,0.0,0.4146341463414634,0.6738421320915222,0.5698124170303345,0.10402971506118774
75,127,0.25196850393700787,0.5118110236220472,0.6461042761802673,0.6003857851028442,0.045718491077423096
76,52,0.038461538461538464,0.40384615384615385,0.6628211140632629,0.8489807844161987,-0.1861596703529358
77,56,0.17857142857142858,0.5178571428571429,0.7323316931724548,0.8761955499649048,-0.14386385679244995
78,135,0.1037037037037037,0.4444444444444444,0.6590959429740906,0.6950367093086243,-0.03594076633453369
79,91,0.03296703296703297,0.7142857142857143,0.754802405834198,0.6943159103393555,0.06048649549484253
80,83,0.0,0.6385542168674698,0.7203584909439087,0.7001743912696838,0.020184099674224854
81,87,0.0,0.7126436781609196,0.7316309809684753,0.6767169833183289,0.054913997650146484
82,234,0.008547008547008548,0.3333333333333333,0.6131086945533752,0.6764432787895203,-0.06333458423614502
83,140,0.1,0.4714285714285714,0.6937302350997925,0.6563388109207153,0.03739142417907715
84,118,0.00847457627118644,0.5169491525423728,0.6800635457038879,0.6564990282058716,0.023564517498016357
85,59,0.01694915254237288,0.9322033898305084,0.8350998163223267,0.49625498056411743,0.33884483575820923
86,75,0.84,0.7733333333333333,0.7755947709083557,0.557032585144043,0.21856218576431274
87,83,0.0,0.7469879518072289,0.7902618050575256,0.6357941627502441,0.1544676423072815
88,31,0.0,0.6774193548387096,0.7645084261894226,0.6626539826393127,0.10185444355010986
89,67,0.0,0.8656716417910447,0.7762782573699951,0.5029278993606567,0.2733503580093384
90,57,0.0,0.8421052631578947,0.784050464630127,0.5878642797470093,0.19618618488311768
91,53,0.0,0.8113207547169812,0.7886703610420227,0.4454675316810608,0.3432028293609619
92,175,0.045714285714285714,0.41714285714285715,0.6533393859863281,0.7766755223274231,-0.12333613634109497
